County,City,ZipCode,Agency,FocusArea,Service,Address
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Art Therapy,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Bereavement Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Caregiver Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Child Abuse Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Child Guidance,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Child Sexual Abuse Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Condition Specific Mental Health Information/Education,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Conjoint Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Cult Membership Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Cultural Transition Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Depression Screening,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Divorce Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Early Intervention for Mental Illness,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Elder Abuse Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Family Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Family Psychoeducation,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,General Counseling Services,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,General Mental Health Information/Education,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Geriatric Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Group Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Health/Disability Related Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Home Based Mental Health Services,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Individual Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Income,Layoff/Job Loss Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Licensed Clinical Social Worker Referrals,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Licensed Professional Counselor Referrals,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Marriage Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Marriage and Family Therapist Referrals,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Parent Abuse Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Parent Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Perinatal/Postpartum Depression Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Play Therapy,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Premarital Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Psychiatric Disorder Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Psychiatrist Referrals,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Psychologist Referrals,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Psychosocial Evaluation,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Income,Retirement Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Sexual Assault Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Sexuality Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Miscellaneous,Spouse/Intimate Partner Abuse Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Suicide Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Fountain Gate Counseling Center,Health,Terminal Illness Counseling,2985 Cherokee St.
Cobb,Kennesaw,30144,Museum of History & Holocaust Education Kennesaw State University,Miscellaneous,Cultural Museums,3333 Busbee Dr.
Cobb,Kennesaw,30144,Society of St. Vincent de Paul - Kennesaw Thrift Store,Miscellaneous,Thrift Shops,2722 Summers St.
Cobb,Kennesaw,30152,Devereux Georgia Treatment Network,Health,Adolescent Psychiatric Inpatient Units,"1291 Stanley Rd., NW"
Cobb,Kennesaw,30152,Devereux Georgia Treatment Network,Health,Child Sexual Abuse Counseling,"1291 Stanley Rd., NW"
Cobb,Kennesaw,30152,Devereux Georgia Treatment Network,Health,Children's Psychiatric Inpatient Units,"1291 Stanley Rd., NW"
Cobb,Kennesaw,30152,Devereux Georgia Treatment Network,Health,Children's/Adolescent Psychiatric Hospitals,"1291 Stanley Rd., NW"
Cobb,Kennesaw,30152,Devereux Georgia Treatment Network,Miscellaneous,Preadoptive Foster Care,"1291 Stanley Rd., NW"
Cobb,Kennesaw,30152,Devereux Georgia Treatment Network,Health,Psychiatric Resocialization,"1291 Stanley Rd., NW"
Cobb,Kennesaw,30152,Devereux Georgia Treatment Network,Education,Youth/Student Support Groups,"1291 Stanley Rd., NW"
Cobb,Kennesaw,30152,Hope Counseling Center at West Ridge,Health,Adolescent/Youth Counseling,3522 Hiram Acworth Hwy.
Cobb,Kennesaw,30152,Hope Counseling Center at West Ridge,Education,Career Counseling,3522 Hiram Acworth Hwy.
Cobb,Kennesaw,30152,Hope Counseling Center at West Ridge,Health,Conjoint Counseling,3522 Hiram Acworth Hwy.
Cobb,Kennesaw,30152,Hope Counseling Center at West Ridge,Health,Family Counseling,3522 Hiram Acworth Hwy.
Cobb,Kennesaw,30152,Hope Counseling Center at West Ridge,Health,Individual Counseling,3522 Hiram Acworth Hwy.
Cobb,Kennesaw,30152,Hope Counseling Center at West Ridge,Health,Marriage Counseling,3522 Hiram Acworth Hwy.
Cobb,Kennesaw,30152,Northwest Family YMCA,Health,Aerobics,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Health,Aquarobics/Aquatic Exercise,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Education,Baseball,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Education,Basketball,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Health,CPR Instruction,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Health,General Health Education Programs,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Education,Gymnastics,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Education,Karate,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Education,Parent/Child Activity Groups,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Education,Scuba Diving,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Health,Smoking Cessation,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Education,Soccer,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Health,Stress Management,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Education,Swimming Safety Education,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Education,Swimming/Swimming Lessons,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Education,Volleyball,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Health,Walking Programs,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Education,Y Facilities,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Health,Yoga,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30152,Northwest Family YMCA,Education,Youth Enrichment Programs,1700 Dennis Kemp Ln.
Cobb,Kennesaw,30156,Georgia Sports Foundation,Education,Internship Programs,
Cobb,Kennesaw,30156,Georgia Sports Foundation,Health,Physical Activity and Fitness Education/Promotion,
Cobb,Mableton,30126,"Amateur Advocate Association, Inc.",Education,Extended Child Care,514 Gresham Rd.
Cobb,Mableton,30126,"Amateur Advocate Association, Inc.",Miscellaneous,Workshops/Symposiums * Nonprofit Organization Issues,514 Gresham Rd.
Cobb,Mableton,30126,"Amateur Advocate Association, Inc.",Education,Youth Enrichment Programs,514 Gresham Rd.
Cobb,Mableton,30126,Boys & Girls Club - A. W. Tony Matthews Club,Education,Boys/Girls Clubs,"785 Fontaine Rd., SW"
Cobb,Mableton,30126,Boys & Girls Club - A. W. Tony Matthews Club,Education,Dropout Prevention,"785 Fontaine Rd., SW"
Cobb,Mableton,30126,Boys & Girls Club - A. W. Tony Matthews Club,Education,Extended Child Care,"785 Fontaine Rd., SW"
Cobb,Mableton,30126,Boys & Girls Club - A. W. Tony Matthews Club,Education,Subject Tutoring,"785 Fontaine Rd., SW"
Cobb,Mableton,30126,Boys & Girls Club - A. W. Tony Matthews Club,Education,Youth Enrichment Programs,"785 Fontaine Rd., SW"
Cobb,Mableton,30126,"Celestial Care Services, Inc.",Health,Adult Day Program Centers,6571 Valley Hill Dr.
Cobb,Mableton,30126,"Celestial Care Services, Inc.",Health,Adult In Home Respite Care,6571 Valley Hill Dr.
Cobb,Mableton,30126,"Celestial Care Services, Inc.",Miscellaneous,Donation Pickups,6571 Valley Hill Dr.
Cobb,Mableton,30126,"Celestial Care Services, Inc.",Health,Semi-Independent Living Residences for Adults with Disabilities,6571 Valley Hill Dr.
Cobb,Mableton,30126,"Celestial Care Services, Inc.",Miscellaneous,State Institutions for Individuals With Developmental Disabilities,6571 Valley Hill Dr.
Cobb,Mableton,30126,FBCM Food Pantry,Basic Needs,Food Pantries,5385 Church St.
Cobb,Mableton,30126,"Family Life Restoration Center, Inc.",Education,Basketball,6105 Mableton Pkwy.
Cobb,Mableton,30126,"Family Life Restoration Center, Inc.",Miscellaneous,Donation Pickups,6105 Mableton Pkwy.
Cobb,Mableton,30126,"Family Life Restoration Center, Inc.",Health,Fitness Equipment and Accessories,6105 Mableton Pkwy.
Cobb,Mableton,30126,"Family Life Restoration Center, Inc.",Basic Needs,Food Pantries,6105 Mableton Pkwy.
Cobb,Mableton,30126,"Family Life Restoration Center, Inc.",Health,Relationship Workshops,6105 Mableton Pkwy.
Cobb,Mableton,30126,"Family Life Restoration Center, Inc.",Miscellaneous,Thrift Shops,6105 Mableton Pkwy.
Cobb,Mableton,30126,"Georgia Shock Youth Basketball, Inc.",Education,Adult/Child Mentoring Programs,5284 Floyd Rd.
Cobb,Mableton,30126,"Georgia Shock Youth Basketball, Inc.",Miscellaneous,Donation Pickups,5284 Floyd Rd.
Cobb,Mableton,30126,"Girl Scouts of Greater Atlanta, Inc.",Education,Boys/Girls Clubs,5601 N. Allen Rd.
Cobb,Mableton,30126,"Girl Scouts of Greater Atlanta, Inc.",Education,Leadership Development,5601 N. Allen Rd.
Cobb,Mableton,30126,"Girl Scouts of Greater Atlanta, Inc.",Education,Scouting Programs,5601 N. Allen Rd.
Cobb,Mableton,30126,"Greater True Vine Church of God in Christ, Inc.",Miscellaneous,Donation Pickups,6304 Fairburn Rd.
Cobb,Mableton,30126,"Greater True Vine Church of God in Christ, Inc.",Basic Needs,Food Pantries,6304 Fairburn Rd.
Cobb,Mableton,30126,"Greater True Vine Church of God in Christ, Inc.",Education,Job Interview Training,6304 Fairburn Rd.
Cobb,Mableton,30126,"Greater True Vine Church of God in Christ, Inc.",Education,Job Readiness,6304 Fairburn Rd.
Cobb,Mableton,30126,"Greater True Vine Church of God in Christ, Inc.",Income,Job Search/Placement,6304 Fairburn Rd.
Cobb,Mableton,30126,"Greater True Vine Church of God in Christ, Inc.",Education,Resume Preparation Assistance,6304 Fairburn Rd.
Cobb,Mableton,30126,"Greater True Vine Church of God in Christ, Inc.",Miscellaneous,Thrift Shops,6304 Fairburn Rd.
Cobb,Mableton,30126,"Precious Jewels Learning, Inc.",Education,Child Care Centers,"4485 Floyd Rd., SW"
Cobb,Mableton,30126,"Precious Jewels Learning, Inc.",Education,Children's Reading Clubs,"4485 Floyd Rd., SW"
Cobb,Mableton,30126,"Precious Jewels Learning, Inc.",Education,Drop In Child Care,"4485 Floyd Rd., SW"
Cobb,Mableton,30126,"Precious Jewels Learning, Inc.",Education,Extended Child Care,"4485 Floyd Rd., SW"
Cobb,Mableton,30126,"Precious Jewels Learning, Inc.",Education,Family Child Care Homes,"4485 Floyd Rd., SW"
Cobb,Mableton,30126,"Precious Jewels Learning, Inc.",Education,Nighttime Child Care,"4485 Floyd Rd., SW"
Cobb,Mableton,30126,"Precious Jewels Learning, Inc.",Education,Subject Tutoring,"4485 Floyd Rd., SW"
Cobb,Mableton,30126,"Strength Through Faith Community Center, Inc.",Homelessness,Adult Mentoring Programs,675 S. Gordon Rd.
Cobb,Mableton,30126,"Strength Through Faith Community Center, Inc.",Education,Adult/Child Mentoring Programs,675 S. Gordon Rd.
Cobb,Mableton,30126,Vision for Souls Outreach Center Church,Education,Child Care Centers,6519 Factory Shoals Rd.
Cobb,Mableton,30126,Vision for Souls Outreach Center Church,Miscellaneous,Donation Pickups,6519 Factory Shoals Rd.
Cobb,Mableton,30126,Vision for Souls Outreach Center Church,Education,Early Head Start Sites,6519 Factory Shoals Rd.
Cobb,Mableton,30126,Vision for Souls Outreach Center Church,Education,Extended Child Care,6519 Factory Shoals Rd.
Cobb,Mableton,30126,Vision for Souls Outreach Center Church,Basic Needs,Soup Kitchens,6519 Factory Shoals Rd.
Cobb,Marietta,30008,Center for Children & Young Adults,Health,Group Homes for Dependent Children,2221 Austell Rd.
Cobb,Marietta,30008,Center for Children & Young Adults,Homelessness,Runaway/Youth Shelters,2221 Austell Rd.
Cobb,Marietta,30008,"Cobb County Parks, Recreation and Cultural Affairs",Miscellaneous,City/County Parks,1792 County Services Pkwy.
Cobb,Marietta,30008,"Cobb County Parks, Recreation and Cultural Affairs",Miscellaneous,Recreation Centers,1792 County Services Pkwy.
Cobb,Marietta,30008,Cobb Pregnancy Service,Miscellaneous,Baby Clothing,47 Gramling St.
Cobb,Marietta,30008,Cobb Pregnancy Service,Health,Clinical Pregnancy Tests,47 Gramling St.
Cobb,Marietta,30008,Cobb Pregnancy Service,Miscellaneous,Court Ordered Parenting Programs,47 Gramling St.
Cobb,Marietta,30008,Cobb Pregnancy Service,Miscellaneous,Diapers,47 Gramling St.
Cobb,Marietta,30008,Cobb Pregnancy Service,Education,Parenting Skills Classes,47 Gramling St.
Cobb,Marietta,30008,Cobb Pregnancy Service,Health,Pregnancy/Childbirth Support Groups,47 Gramling St.
Cobb,Marietta,30008,Cobb Pregnancy Service,Health,Sexual Abstinence Education Programs,47 Gramling St.
Cobb,Marietta,30008,Cobb Pregnancy Service,Health,Specialized Information and Referral * Reproductive Issues,47 Gramling St.
Cobb,Marietta,30008,Cobb Regional Youth Detention Center,Miscellaneous,Juvenile Detention Facilities,"1575 County Services Pkwy., SW"
Cobb,Marietta,30008,Cobb and Douglas Public Health,Miscellaneous,County Departments/Offices,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Anonymous HIV Testing,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Miscellaneous,Birth Certificates,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Blood Chemistry Panels,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Blood Pressure Screening,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Breast Examinations,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Cancer Clinics,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Chickenpox Immunizations,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Child Health and Disability Prevention Exams,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Childhood Immunizations,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Clinical Pregnancy Tests,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Colorectal Cancer Detection,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Confidential HIV Testing,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Contraception,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Miscellaneous,Death Certificates,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Dental Hygiene,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Dental Restoration,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Dental Screening,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Dental Sealants,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Dentist Referrals,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Developmental Assessment,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Emergency Dental Care,1650 County Services Pkwy.
Cobb,Marietta,30008,Cobb and Douglas Public Health - Marietta Public Health Center,Health,Flu Vaccines,1650 County Services Pkwy.
